node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,ollivier_ricci,branching_entropy,ancestor_density_k2,local_potential,flow_energy
1931,8,143,9232,11,143,1,1,143,2,1,0.6190476190476191,0.0,0.5,173.370358367016,1.9218120556727372
1932,1,24,2176,11,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.977484827632647,1.2069489608125845
1933,3,24,5800,11,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.977484827632647,1.2069489608125845
1934,1,143,9232,11,143,1,1,143,2,1,0.6190476190476191,0.0,0.5,174.23340458437133,1.921812055672816
1935,11,143,19600,11,143,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
1936,1,99,9232,11,99,2,1,99,3,2,0.5714285714285714,0.6931471805579453,0.6,121.29155072374601,2.4138979216251535
1937,3,50,5812,11,50,1,1,50,2,1,0.6190476190476191,0.0,0.5,61.418225057521255,1.921812055672816
1938,1,50,4912,11,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.70590712997304,1.2069489608125767
1939,6,50,8728,11,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.418225057521255,1.2069489608125925
1940,1,99,9232,11,99,1,1,99,2,1,0.5714285714285714,0.0,0.5,121.29155072374601,1.921812055672816
1941,3,99,9232,11,99,1,1,99,2,1,0.6666666666666666,0.0,0.6666666666666666,121.00386865129424,1.2069489608125767
1942,1,37,4372,11,37,2,1,37,3,2,0.5714285714285714,0.6931471805579453,0.6,46.27321908748052,2.4138979216251535
1943,8,37,13120,11,37,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
1944,1,99,9232,11,99,1,1,99,2,1,0.6666666666666666,0.0,0.6666666666666666,121.00386865129424,1.2069489608125767
1945,3,37,6568,11,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.69785494257697,1.2069489608125612
1946,1,99,9232,11,99,1,1,99,2,1,0.6190476190476191,0.0,0.5,121.29155072374601,1.921812055672816
1947,16,81,22192,11,81,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,9.887510598012987,1.2069489608125807
1948,1,143,9232,11,143,2,1,143,3,2,0.5714285714285714,0.6931471805579453,0.6,175.0964508017267,2.4138979216250287
1949,3,143,9232,11,143,1,1,143,2,1,0.6190476190476191,0.0,0.5,174.8087687292749,1.9218120556727372
1950,1,143,9880,11,143,1,1,143,2,1,0.6666666666666666,0.0,0.6666666666666666,174.5210866568231,1.2069489608126394
1951,42,174,33352,11,174,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
1952,1,24,1952,11,24,1,1,24,2,1,0.5714285714285714,0.0,0.5,30.265166900084427,1.9218120556728062
1953,3,37,5860,11,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.69785494257696,1.2069489608125767
1954,1,99,9232,11,99,2,1,99,3,2,0.5714285714285714,0.6931471805579453,0.6,121.5792327961978,2.4138979216251535
1955,6,99,9232,11,99,1,1,99,2,1,0.6190476190476191,0.0,0.5,121.00386865129424,1.921812055672816
1956,1,50,4192,11,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.70590712997304,1.2069489608125612
1957,3,50,5872,11,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.70590712997304,1.2069489608125612
1958,1,50,4408,11,50,1,1,50,2,1,0.6190476190476191,0.0,0.5,61.993589202424815,1.9218120556727962
1959,42,81,80512,11,81,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
1960,1,24,1960,11,24,2,1,24,3,2,0.5714285714285714,0.6931471805579453,0.6,30.552848972536207,2.413897921625169
1961,3,174,190996,11,174,1,1,-1,2,1,0.6190476190476191,0.0,0.5,10.175192670464769,1.9218120556728013
1962,1,24,2944,11,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,30.265166900084427,1.2069489608125845
1963,8,81,9448,11,81,1,1,81,2,1,0.6666666666666666,0.0,0.6666666666666666,98.35202673075047,1.2069489608125767
1964,1,143,9232,11,143,1,1,143,2,1,0.5714285714285714,0.0,0.5,174.23340458437133,1.921812055672816
1965,3,143,9232,11,143,1,1,143,2,1,0.6666666666666666,0.0,0.6666666666666666,173.94572251191954,1.2069489608126394
1966,1,143,9232,11,143,2,1,143,3,2,0.5714285714285714,0.6931471805579453,0.6,174.23340458437133,2.4138979216251535
1967,13,99,19924,11,99,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
1968,1,50,1968,11,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.418225057521255,1.2069489608125767
1969,3,24,5908,11,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.689802755180864,1.2069489608125845
1970,1,24,3328,11,24,1,1,24,2,1,0.6190476190476191,0.0,0.5,29.977484827632647,1.9218120556728062
1971,6,24,8872,11,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.689802755180864,1.2069489608125925
1972,1,50,1972,11,50,2,1,50,3,2,0.5714285714285714,0.6931471805579453,0.6,61.99358920242482,2.4138979216251224
1973,3,50,5920,11,50,1,1,50,2,1,0.6190476190476191,0.0,0.5,61.70590712997304,1.9218120556727767
1974,1,37,7504,11,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.41017287012518,1.2069489608125767
1975,8,37,13336,11,37,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
1976,1,50,1976,11,50,1,1,50,2,1,0.5714285714285714,0.0,0.5,61.99358920242482,1.9218120556727767
1977,3,143,9232,11,143,1,1,143,2,1,0.6666666666666666,0.0,0.6666666666666666,173.94572251191954,1.2069489608125767
1978,1,50,2968,11,50,2,1,50,3,2,0.5714285714285714,0.6931471805579453,0.6,62.281271274876595,2.4138979216251535
1979,11,143,10024,11,143,1,1,-1,2,1,0.6190476190476191,0.0,0.5,7.690286020676769,1.9218120556728062
1980,1,99,14308,11,99,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,25.320198640505545,1.2069489608125845
1981,3,99,14308,11,99,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,25.320198640505545,1.2069489608125845
1982,1,99,15064,11,99,1,1,-1,2,1,0.6190476190476191,0.0,0.5,8.26565016558033,1.9218120556728013
1983,21,50,50848,11,50,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
1984,1,112,9232,11,112,2,1,112,3,2,0.5714285714285714,0.6931471805579453,0.6,137.2996029111421,2.4138979216251535
1985,3,50,5956,11,50,1,1,50,2,1,0.6190476190476191,0.0,0.5,61.705907129973035,1.921812055672816
1986,1,94,8080,11,94,1,1,94,2,1,0.6666666666666666,0.0,0.6666666666666666,113.78471477324302,1.2069489608125767
1987,6,94,8944,11,94,1,1,94,2,1,0.6666666666666666,0.0,0.6666666666666666,113.49703270079124,1.2069489608125767
1988,1,24,1988,11,24,1,1,24,2,1,0.5714285714285714,0.0,0.5,30.265166900084427,1.9218120556728062
1989,3,24,5968,11,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.977484827632647,1.2069489608125767
1990,1,24,4480,11,24,2,1,24,3,2,0.5714285714285714,0.6931471805579453,0.6,30.552848972536207,2.413897921625169
1991,13,50,13444,11,50,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
1992,1,50,1992,11,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.705907129973035,1.2069489608125767
1993,3,50,10096,11,50,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.97796809312855,1.2069489608125827
1994,1,50,2992,11,50,1,1,50,2,1,0.6190476190476191,0.0,0.5,61.99358920242482,1.9218120556727767
1995,8,50,8980,11,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.130542985069475,1.2069489608125767
1996,1,50,2248,11,50,2,1,50,3,2,0.5714285714285714,0.6931471805579453,0.6,62.281271274876595,2.4138979216251535
1997,3,50,5992,11,50,1,1,50,2,1,0.6190476190476191,0.0,0.5,61.99358920242482,1.9218120556727767
1998,1,50,11392,11,50,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,13.758711608920876,1.2069489608125807
1999,16,50,20248,11,50,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2000,1,112,9232,11,112,1,1,112,2,1,0.5714285714285714,0.0,0.5,137.2996029111421,1.921812055672816
2001,3,50,6004,11,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.99358920242482,1.2069489608125612
2002,1,143,21688,11,143,2,1,-1,3,2,0.5714285714285714,0.6931471805579453,0.6,19.82713719716499,2.413897921625169
2003,6,143,21688,11,143,1,1,-1,2,1,0.6190476190476191,0.0,0.5,19.251773052261427,1.921812055672816
2004,1,112,9232,11,112,1,1,112,2,1,0.6666666666666666,0.0,0.6666666666666666,137.01192083869034,1.2069489608125143
2005,3,112,9232,11,112,1,1,112,2,1,0.6666666666666666,0.0,0.6666666666666666,137.01192083869034,1.2069489608125143
2006,1,42,8584,11,42,1,1,42,2,1,0.6190476190476191,0.0,0.5,51.478598458369284,1.9218120556727767
2007,8,42,13552,11,42,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2008,1,68,9232,11,68,2,1,68,3,2,0.5714285714285714,0.6931471805579453,0.6,83.49470283316148,2.4138979216251535
2009,3,24,6784,11,24,1,1,24,2,1,0.6190476190476191,0.0,0.5,29.689802755180867,1.9218120556727962
2010,1,68,9232,11,68,1,1,68,2,1,0.6666666666666666,0.0,0.6666666666666666,83.2070207607097,1.2069489608125767
2011,13,42,15280,11,42,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.690286020676769,1.2069489608125807
2012,1,68,9232,11,68,1,1,68,2,1,0.5714285714285714,0.0,0.5,83.49470283316148,1.9218120556727767
2013,3,68,9232,11,68,1,1,68,2,1,0.6666666666666666,0.0,0.6666666666666666,83.2070207607097,1.2069489608125767
2014,1,94,39364,11,94,2,1,-1,3,2,0.5714285714285714,0.6931471805579453,0.6,8.55333223803211,2.4138979216251615
2015,21,94,39364,11,94,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
2016,1,112,9232,11,112,1,1,112,2,1,0.6666666666666666,0.0,0.6666666666666666,136.72423876623856,1.2069489608125143
2017,3,68,14560,11,68,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,13.758711608920876,1.2069489608125845
2018,1,112,9232,11,112,1,1,112,2,1,0.6190476190476191,0.0,0.5,137.01192083869034,1.9218120556727372
2019,6,112,9232,11,112,1,1,112,2,1,0.6666666666666666,0.0,0.6666666666666666,136.72423876623856,1.2069489608125767
2020,1,63,2752,11,63,2,1,63,3,2,0.5714285714285714,0.6931471805579453,0.6,77.42627724491736,2.413897921625216
2021,3,63,6064,11,63,1,1,63,2,1,0.6190476190476191,0.0,0.5,77.13859517246557,1.9218120556728555
2022,1,63,4552,11,63,1,1,63,2,1,0.6666666666666666,0.0,0.6666666666666666,77.42627724491736,1.206948960812608
2023,16,156,23056,11,156,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2024,1,112,9232,11,112,1,1,112,2,1,0.5714285714285714,0.0,0.5,137.2996029111421,1.921812055672816
2025,3,156,25972,11,156,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.97796809312855,1.2069489608125827
2026,1,112,9232,11,112,2,1,112,3,2,0.5714285714285714,0.6931471805579453,0.6,137.5872849835939,2.4138979216251535
2027,8,156,17332,11,156,1,1,-1,2,1,0.6190476190476191,0.0,0.5,13.183347464017315,1.9218120556728062
2028,1,37,2896,11,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.69785494257696,1.2069489608125767
2029,3,37,6088,11,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.69785494257696,1.2069489608125767
2030,1,37,6856,11,37,1,1,37,2,1,0.6190476190476191,0.0,0.5,45.69785494257696,1.9218120556727962
2031,19,63,34720,11,63,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2032,1,50,4372,11,50,2,1,50,3,2,0.5714285714285714,0.6931471805579453,0.6,62.281271274876595,2.413897921625185
2033,3,112,9232,11,112,1,1,112,2,1,0.6190476190476191,0.0,0.5,137.01192083869034,1.9218120556727372
2034,1,156,9232,11,156,1,1,156,2,1,0.6666666666666666,0.0,0.6666666666666666,189.95377469931566,1.2069489608125767
2035,6,156,9232,11,156,1,1,156,2,1,0.6666666666666666,0.0,0.6666666666666666,189.6660926268639,1.2069489608125143
2036,1,50,4372,11,50,1,1,50,2,1,0.5714285714285714,0.0,0.5,62.281271274876595,1.9218120556727962
2037,3,50,6112,11,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.99358920242482,1.2069489608125767
2038,1,63,5812,11,63,2,1,63,3,2,0.5714285714285714,0.6931471805579453,0.6,77.13859517246557,2.4138979216251535
2039,8,63,13768,11,63,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
2040,1,50,13120,11,50,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,20.114819269616774,1.2069489608125767
2041,3,63,8728,11,63,1,1,63,2,1,0.6666666666666666,0.0,0.6666666666666666,75.98786688265845,1.2069489608125767
2042,1,50,13120,11,50,1,1,-1,2,1,0.6190476190476191,0.0,0.5,20.402501342068554,1.9218120556728062
2043,29,156,44224,11,156,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.690286020676769,1.2069489608125807
2044,1,63,39364,11,63,2,1,-1,3,2,0.5714285714285714,0.6931471805579453,0.6,14.334075753824438,2.4138979216251615
2045,3,63,39364,11,63,1,1,-1,2,1,0.6190476190476191,0.0,0.5,14.046393681372658,1.9218120556728013
2046,1,63,118096,11,63,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,8.26565016558033,1.2069489608125807
2047,94,156,1276936,11,156,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2048,1,11,2048,12,11,1,1,11,2,1,0.5714285714285714,0.0,0.5,14.25711471268831,1.9218120556728062
2049,3,156,9232,12,156,1,1,156,2,1,0.6666666666666666,0.0,0.6666666666666666,190.24145677176745,1.2069489608125767
2050,1,37,3076,12,37,2,1,37,3,2,0.5714285714285714,0.6931471805579453,0.6,45.98553701502874,2.4138979216251535
2051,6,37,9232,12,37,1,1,37,2,1,0.6190476190476191,0.0,0.5,45.41017287012518,1.9218120556727962
2052,1,37,2052,12,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.69785494257696,1.2069489608125767
2053,3,37,6160,12,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.69785494257696,1.2069489608125767
2054,1,37,4624,12,37,1,1,37,2,1,0.6190476190476191,0.0,0.5,45.98553701502874,1.9218120556727962
2055,11,37,13876,12,37,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2056,1,125,9232,12,125,2,1,125,3,2,0.5714285714285714,0.6931471805579453,0.6,153.01997302608643,2.4138979216251535
2057,3,112,10420,12,112,1,1,-1,2,1,0.6190476190476191,0.0,0.5,7.97796809312855,1.9218120556728038
2058,1,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,152.73229095363467,1.2069489608125143
2059,8,37,9268,12,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.41017287012518,1.2069489608125767
2060,1,125,9232,12,125,1,1,125,2,1,0.5714285714285714,0.0,0.5,153.01997302608643,1.921812055672816
2061,3,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,152.73229095363467,1.2069489608125143
2062,1,37,6964,12,37,2,1,37,3,2,0.5714285714285714,0.6931471805579453,0.6,45.98553701502874,2.4138979216251535
2063,11,37,20896,12,37,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
2064,1,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,152.4446088811829,1.2069489608125143
2065,3,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,152.73229095363467,1.2069489608125143
2066,1,156,9232,12,156,1,1,156,2,1,0.6190476190476191,0.0,0.5,189.66609262686387,1.921812055672816
2067,6,156,9304,12,156,1,1,156,2,1,0.6666666666666666,0.0,0.6666666666666666,189.37841055441208,1.2069489608126394
2068,1,125,9232,12,125,2,1,125,3,2,0.5714285714285714,0.6931471805579453,0.6,153.01997302608643,2.4138979216251535
2069,3,125,9232,12,125,1,1,125,2,1,0.6190476190476191,0.0,0.5,152.73229095363467,1.9218120556727372
2070,1,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,153.01997302608646,1.2069489608125143
2071,8,125,13984,12,125,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2072,1,125,9232,12,125,1,1,125,2,1,0.5714285714285714,0.0,0.5,153.01997302608643,1.921812055672816
2073,3,37,7000,12,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.41017287012519,1.2069489608125612
2074,1,125,9232,12,125,2,1,125,3,2,0.5714285714285714,0.6931471805579453,0.6,153.30765509853822,2.4138979216251535
2075,21,94,95956,12,94,1,1,-1,2,1,0.6190476190476191,0.0,0.5,7.690286020676769,1.9218120556728062
2076,1,63,3508,12,63,1,1,63,2,1,0.6666666666666666,0.0,0.6666666666666666,77.71395931736915,1.2069489608125767
2077,3,63,6232,12,63,1,1,63,2,1,0.6666666666666666,0.0,0.6666666666666666,77.71395931736915,1.2069489608125767
2078,1,63,10528,12,63,1,1,-1,2,1,0.6190476190476191,0.0,0.5,8.26565016558033,1.9218120556728013
2079,21,50,31588,12,50,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2080,1,32,2080,12,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,39.91711142678465,2.4138979216251224
2081,3,63,6244,12,63,1,1,63,2,1,0.6190476190476191,0.0,0.5,77.42627724491736,1.921812055672816
2082,1,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,153.01997302608646,1.2069489608125143
2083,6,125,9376,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,152.73229095363467,1.2069489608125767
2084,1,125,9232,12,125,1,1,125,2,1,0.5714285714285714,0.0,0.5,153.01997302608643,1.921812055672816
2085,3,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,152.73229095363467,1.2069489608125143
2086,1,125,9232,12,125,2,1,125,3,2,0.5714285714285714,0.6931471805579453,0.6,153.30765509853822,2.4138979216251535
2087,13,112,15856,12,112,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
2088,1,32,2088,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.341747281881084,1.2069489608125767
2089,3,63,23812,12,63,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.97796809312855,1.2069489608125827
2090,1,32,3136,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.62942935433286,1.9218120556727962
2091,8,37,9412,12,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,44.83480872522162,1.2069489608125767
2092,1,125,9232,12,125,2,1,125,3,2,0.5714285714285714,0.6931471805579453,0.6,153.30765509853822,2.4138979216251535
2093,3,125,9232,12,125,1,1,125,2,1,0.6190476190476191,0.0,0.5,153.01997302608646,1.9218120556727372
2094,1,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,153.01997302608646,1.2069489608125143
2095,21,107,21220,12,107,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2096,1,32,2096,12,32,1,1,32,2,1,0.5714285714285714,0.0,0.5,39.91711142678465,1.9218120556727767
2097,3,63,6292,12,63,1,1,63,2,1,0.6666666666666666,0.0,0.6666666666666666,77.71395931736913,1.206948960812608
2098,1,63,3544,12,63,2,1,63,3,2,0.5714285714285714,0.6931471805579453,0.6,78.2893234622727,2.4138979216251535
2099,6,63,9448,12,63,1,1,63,2,1,0.6190476190476191,0.0,0.5,77.71395931736913,1.9218120556728555
2100,1,32,2100,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433287,1.2069489608125612
2101,3,32,6304,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433287,1.2069489608125612
2102,1,94,45520,12,94,1,1,-1,2,1,0.6190476190476191,0.0,0.5,14.046393681372658,1.9218120556728013
2103,8,94,45520,12,94,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2104,1,81,9232,12,81,2,1,81,3,2,0.5714285714285714,0.6931471805579453,0.6,99.50275502055759,2.4138979216251535
2105,3,125,9232,12,125,1,1,125,2,1,0.6190476190476191,0.0,0.5,152.1569268087311,1.9218120556727372
2106,1,81,9232,12,81,1,1,81,2,1,0.6666666666666666,0.0,0.6666666666666666,99.2150729481058,1.206948960812608
2107,11,156,21688,12,156,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.690286020676769,1.2069489608125807
2108,1,81,9232,12,81,1,1,81,2,1,0.5714285714285714,0.0,0.5,99.2150729481058,1.921812055672816
2109,3,81,9232,12,81,1,1,81,2,1,0.6666666666666666,0.0,0.6666666666666666,98.92739087565403,1.2069489608125767
2110,1,169,250504,12,169,2,1,-1,3,2,0.5714285714285714,0.6931471805579453,0.6,8.55333223803211,2.4138979216251615
2111,130,169,250504,12,169,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
2112,1,32,2112,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.054065209429304,1.2069489608125767
2113,3,81,9232,12,81,1,1,81,2,1,0.6666666666666666,0.0,0.6666666666666666,98.92739087565403,1.2069489608125767
2114,1,81,9232,12,81,1,1,81,2,1,0.6190476190476191,0.0,0.5,99.21507294810581,1.9218120556727767
2115,6,81,9520,12,81,1,1,81,2,1,0.6666666666666666,0.0,0.6666666666666666,98.92739087565403,1.2069489608125767
2116,1,32,2116,12,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,39.91711142678465,2.4138979216251535
2117,3,32,6352,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.62942935433287,1.9218120556727962
2118,1,32,4768,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.91711142678465,1.2069489608125767
2119,24,81,14308,12,81,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2120,1,125,9232,12,125,1,1,125,2,1,0.5714285714285714,0.0,0.5,153.01997302608646,1.9218120556727372
2121,3,107,39364,12,107,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.97796809312855,1.2069489608125827
2122,1,125,9232,12,125,2,1,125,3,2,0.5714285714285714,0.6931471805579453,0.6,153.30765509853822,2.4138979216251535
2123,8,32,9556,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.054065209429304,1.9218120556727962
2124,1,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,153.01997302608646,1.2069489608125143
2125,3,125,9232,12,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,153.01997302608646,1.2069489608125143
2126,1,76,8080,12,76,1,1,76,2,1,0.6190476190476191,0.0,0.5,92.28360114250634,1.921812055672816
2127,13,76,21544,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2128,1,32,2128,12,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,39.91711142678464,2.4138979216251535
2129,3,125,9232,12,125,1,1,125,2,1,0.6190476190476191,0.0,0.5,153.01997302608646,1.9218120556727372
2130,1,76,12148,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,14.046393681372658,1.2069489608125807
2131,6,76,12148,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,13.758711608920876,1.2069489608125845
2132,1,32,2132,12,32,1,1,32,2,1,0.5714285714285714,0.0,0.5,39.91711142678464,1.9218120556727962
2133,3,32,6400,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433286,1.2069489608125767
2134,1,63,4804,12,63,2,1,63,3,2,0.5714285714285714,0.6931471805579453,0.6,78.00164138982092,2.4138979216251535
2135,8,63,14416,12,63,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
2136,1,24,2136,12,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.689802755180864,1.2069489608125845
2137,3,63,7216,12,63,1,1,63,2,1,0.6666666666666666,0.0,0.6666666666666666,77.42627724491736,1.2069489608125767
2138,1,24,3208,12,24,1,1,24,2,1,0.6190476190476191,0.0,0.5,29.977484827632644,1.921812055672816
2139,32,76,61720,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.690286020676769,1.2069489608125807
2140,1,24,3616,12,24,2,1,24,3,2,0.5714285714285714,0.6931471805579453,0.6,30.265166900084427,2.413897921625169
2141,3,24,6424,12,24,1,1,24,2,1,0.6190476190476191,0.0,0.5,29.977484827632647,1.9218120556728062
2142,1,169,10852,12,169,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,8.26565016558033,1.2069489608125807
2143,13,169,32560,12,169,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2144,1,32,2144,12,32,1,1,32,2,1,0.5714285714285714,0.0,0.5,39.91711142678464,1.9218120556727962
2145,3,76,8152,12,76,1,1,76,2,1,0.6666666666666666,0.0,0.6666666666666666,91.99591907005457,1.2069489608125767
2146,1,24,3220,12,24,2,1,24,3,2,0.5714285714285714,0.6931471805579453,0.6,30.265166900084427,2.4138979216251535
2147,6,24,9664,12,24,1,1,24,2,1,0.6190476190476191,0.0,0.5,29.689802755180864,1.9218120556728062
2148,1,24,2148,12,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.977484827632647,1.2069489608125767
2149,3,24,6448,12,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.977484827632647,1.2069489608125767
2150,1,24,4840,12,24,1,1,24,2,1,0.6190476190476191,0.0,0.5,30.265166900084427,1.9218120556728062
2151,70,107,176740,12,107,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2152,1,32,2152,12,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,40.20479349923642,2.4138979216251535
2153,3,76,39364,12,76,1,1,-1,2,1,0.6190476190476191,0.0,0.5,7.97796809312855,1.9218120556728038
2154,1,32,3232,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.91711142678464,1.2069489608125925
2155,8,169,1276936,12,169,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,18.676408907357864,1.2069489608125845
2156,1,50,9232,12,50,1,1,50,2,1,0.5714285714285714,0.0,0.5,61.41822505752126,1.9218120556727962
