node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,ollivier_ricci,branching_entropy,ancestor_density_k2,local_potential,flow_energy
2157,3,50,9232,12,50,1,1,50,2,1,0.6666666666666666,0.0,0.6666666666666666,61.13054298506948,1.2069489608125767
2158,1,50,9232,12,50,2,1,50,3,2,0.5714285714285714,0.6931471805579453,0.6,61.41822505752126,2.4138979216251224
2159,29,125,41524,12,125,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
2160,1,45,2160,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.06211739682538,1.2069489608125767
2161,3,32,6484,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433286,1.2069489608125767
2162,1,138,9232,12,138,1,1,138,2,1,0.6190476190476191,0.0,0.5,168.452661068579,1.921812055672816
2163,6,138,9736,12,138,1,1,138,2,1,0.6666666666666666,0.0,0.6666666666666666,168.16497899612722,1.2069489608125767
2164,1,45,2164,12,45,2,1,45,3,2,0.5714285714285714,0.6931471805579453,0.6,55.637481541728945,2.4138979216251224
2165,3,45,6496,12,45,1,1,45,2,1,0.6190476190476191,0.0,0.5,55.349799469277166,1.9218120556727767
2166,1,138,9232,12,138,1,1,138,2,1,0.6666666666666666,0.0,0.6666666666666666,168.452661068579,1.2069489608125767
2167,8,138,14632,12,138,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2168,1,45,2752,12,45,1,1,45,2,1,0.5714285714285714,0.0,0.5,55.637481541728945,1.9218120556727962
2169,3,76,13912,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,13.471029536469096,1.2069489608125807
2170,1,45,3256,12,45,2,1,45,3,2,0.5714285714285714,0.6931471805579453,0.6,55.92516361418072,2.413897921625185
2171,13,50,10996,12,50,1,1,-1,2,1,0.6190476190476191,0.0,0.5,7.690286020676769,1.9218120556728062
2172,1,138,9232,12,138,1,1,138,2,1,0.6666666666666666,0.0,0.6666666666666666,167.87729692367543,1.2069489608126394
2173,3,138,9232,12,138,1,1,138,2,1,0.6666666666666666,0.0,0.6666666666666666,167.87729692367543,1.2069489608126394
2174,1,138,24784,12,138,1,1,-1,2,1,0.6190476190476191,0.0,0.5,8.26565016558033,1.9218120556728013
2175,32,76,74356,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2176,1,19,2176,12,19,2,1,19,3,2,0.5714285714285714,0.6931471805579453,0.6,24.196741311840313,2.413897921625169
2177,3,138,9232,12,138,1,1,138,2,1,0.6190476190476191,0.0,0.5,168.16497899612722,1.921812055672816
2178,1,45,3268,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.34979946927716,1.2069489608125767
2179,6,45,9808,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.06211739682538,1.2069489608125767
2180,1,45,2180,12,45,1,1,45,2,1,0.5714285714285714,0.0,0.5,55.63748154172894,1.921812055672816
2181,3,45,6544,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.34979946927716,1.2069489608125767
2182,1,45,4912,12,45,2,1,45,3,2,0.5714285714285714,0.6931471805579453,0.6,55.92516361418072,2.413897921625185
2183,11,138,14740,12,138,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
2184,1,32,2184,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433286,1.2069489608125925
2185,3,107,95956,12,107,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.97796809312855,1.2069489608125827
2186,1,32,3280,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.91711142678465,1.9218120556727767
2187,8,76,10528,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,23.410656135621103,1.2069489608125845
2188,1,32,2464,12,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,40.20479349923642,2.4138979216251535
2189,3,32,6568,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.91711142678465,1.9218120556727767
2190,1,76,7396,12,76,1,1,76,2,1,0.6666666666666666,0.0,0.6666666666666666,92.57128321495814,1.2069489608125457
2191,11,76,22192,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2192,1,94,9232,12,94,1,1,94,2,1,0.5714285714285714,0.0,0.5,115.22312513550192,1.9218120556727767
2193,3,138,9232,12,138,1,1,138,2,1,0.6666666666666666,0.0,0.6666666666666666,168.7403431410308,1.2069489608125767
2194,1,138,9232,12,138,2,1,138,3,2,0.5714285714285714,0.6931471805579453,0.6,169.02802521348255,2.4138979216252787
2195,6,138,9880,12,138,1,1,138,2,1,0.6190476190476191,0.0,0.5,168.452661068579,1.921812055672816
2196,1,94,9232,12,94,1,1,94,2,1,0.6666666666666666,0.0,0.6666666666666666,114.93544306305013,1.2069489608125767
2197,3,94,9232,12,94,1,1,94,2,1,0.6666666666666666,0.0,0.6666666666666666,114.93544306305013,1.2069489608125767
2198,1,32,4948,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.91711142678465,1.9218120556727767
2199,8,32,14848,12,32,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2200,1,94,9232,12,94,2,1,94,3,2,0.5714285714285714,0.6931471805579453,0.6,115.51080720795369,2.4138979216251535
2201,3,138,9232,12,138,1,1,138,2,1,0.6190476190476191,0.0,0.5,168.452661068579,1.921812055672816
2202,1,94,9232,12,94,1,1,94,2,1,0.6666666666666666,0.0,0.6666666666666666,115.22312513550192,1.2069489608125767
2203,19,50,25108,12,50,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.690286020676769,1.2069489608125807
2204,1,45,4192,12,45,1,1,45,2,1,0.5714285714285714,0.0,0.5,55.92516361418072,1.9218120556727962
2205,3,45,6616,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.637481541728945,1.2069489608125612
2206,1,45,11176,12,45,2,1,-1,3,2,0.5714285714285714,0.6931471805579453,0.6,8.55333223803211,2.4138979216251615
2207,44,169,190996,12,169,1,1,-1,2,1,0.6190476190476191,0.0,0.5,4.394449154672439,1.9218120556728062
2208,1,19,2208,12,19,1,1,19,2,1,0.6666666666666666,0.0,0.6666666666666666,23.33369509448497,1.2069489608125845
2209,3,76,9448,12,76,1,1,76,2,1,0.6666666666666666,0.0,0.6666666666666666,92.85896528740992,1.2069489608125767
2210,1,94,9232,12,94,1,1,94,2,1,0.6190476190476191,0.0,0.5,115.22312513550192,1.9218120556727767
2211,6,94,9952,12,94,1,1,94,2,1,0.6666666666666666,0.0,0.6666666666666666,114.93544306305013,1.206948960812608
2212,1,138,9232,12,138,2,1,138,3,2,0.5714285714285714,0.6931471805579453,0.6,168.16497899612722,2.4138979216251535
2213,3,138,9232,12,138,1,1,138,2,1,0.6190476190476191,0.0,0.5,167.87729692367543,1.921812055672816
2214,1,138,9232,12,138,1,1,138,2,1,0.6666666666666666,0.0,0.6666666666666666,168.16497899612722,1.2069489608125767
2215,70,120,345544,12,120,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,4.394449154672439,1.2069489608125827
2216,1,19,2216,12,19,1,1,19,2,1,0.5714285714285714,0.0,0.5,23.90905923938853,1.921812055672816
2217,3,76,95956,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.97796809312855,1.2069489608125827
2218,1,19,3328,12,19,2,1,19,3,2,0.5714285714285714,0.6931471805579453,0.6,24.196741311840313,2.413897921625169
2219,8,94,9988,12,94,1,1,94,2,1,0.6190476190476191,0.0,0.5,113.78471477324301,1.9218120556727767
2220,1,32,2500,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433286,1.2069489608125767
2221,3,32,6664,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433286,1.2069489608125767
2222,1,32,7504,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.341747281881084,1.9218120556727962
2223,13,182,250504,12,182,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2224,1,45,2224,12,45,2,1,45,3,2,0.5714285714285714,0.6931471805579453,0.6,55.925163614180725,2.4138979216251224
2225,3,138,9232,12,138,1,1,138,2,1,0.6190476190476191,0.0,0.5,168.16497899612722,1.921812055672816
2226,1,138,9232,12,138,1,1,138,2,1,0.6666666666666666,0.0,0.6666666666666666,168.7403431410308,1.2069489608125767
2227,6,138,10024,12,138,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2228,1,45,2228,12,45,1,1,45,2,1,0.5714285714285714,0.0,0.5,55.925163614180725,1.9218120556727767
2229,3,45,6688,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.637481541728945,1.2069489608125612
2230,1,94,14308,12,94,2,1,-1,3,2,0.5714285714285714,0.6931471805579453,0.6,19.53945512471321,2.413897921625169
2231,8,94,15064,12,94,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2232,1,45,2232,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.637481541728945,1.2069489608125612
2233,3,138,9232,12,138,1,1,138,2,1,0.6666666666666666,0.0,0.6666666666666666,167.87729692367543,1.2069489608125767
2234,1,45,3352,12,45,1,1,45,2,1,0.6190476190476191,0.0,0.5,55.925163614180725,1.9218120556727767
2235,11,45,11320,12,45,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2236,1,89,8080,12,89,2,1,89,3,2,0.5714285714285714,0.6931471805579453,0.6,108.00397125745069,2.4138979216251535
2237,3,89,8080,12,89,1,1,89,2,1,0.6190476190476191,0.0,0.5,107.71628918499891,1.9218120556727767
2238,1,89,17008,12,89,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.97796809312855,1.2069489608125827
2239,19,138,51028,12,138,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2240,1,19,2240,12,19,1,1,19,2,1,0.5714285714285714,0.0,0.5,24.196741311840313,1.9218120556728062
2241,3,45,6724,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.06211739682538,1.2069489608125925
2242,1,45,4264,12,45,2,1,45,3,2,0.5714285714285714,0.6931471805579453,0.6,55.925163614180725,2.4138979216251224
2243,6,45,10096,12,45,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2244,1,45,2244,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.63748154172894,1.2069489608125767
2245,3,45,6736,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.63748154172894,1.2069489608125767
2246,1,45,5056,12,45,1,1,45,2,1,0.6190476190476191,0.0,0.5,55.63748154172894,1.921812055672816
2247,13,76,15172,12,76,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2248,1,45,2248,12,45,2,1,45,3,2,0.5714285714285714,0.6931471805579453,0.6,56.2128456866325,2.4138979216251535
2249,3,45,11392,12,45,1,1,-1,2,1,0.6190476190476191,0.0,0.5,7.690286020676769,1.9218120556728062
2250,1,45,3376,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.925163614180725,1.2069489608125767
2251,8,37,10132,12,37,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2252,1,45,2536,12,45,1,1,45,2,1,0.5714285714285714,0.0,0.5,56.2128456866325,1.9218120556727962
2253,3,45,6760,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.925163614180725,1.2069489608125767
2254,1,138,21688,12,138,2,1,-1,3,2,0.5714285714285714,0.6931471805579453,0.6,13.758711608920876,2.4138979216251615
2255,32,138,22840,12,138,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2256,1,19,2256,12,19,1,1,19,2,1,0.6666666666666666,0.0,0.6666666666666666,23.62137716693675,1.2069489608125925
2257,3,37,6772,12,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.41017287012518,1.2069489608125767
2258,1,37,8584,12,37,1,1,37,2,1,0.6190476190476191,0.0,0.5,45.41017287012518,1.9218120556727962
2259,6,37,10168,12,37,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2260,1,19,2260,12,19,2,1,19,3,2,0.5714285714285714,0.6931471805579453,0.6,24.196741311840313,2.413897921625169
2261,3,19,6784,12,19,1,1,19,2,1,0.6190476190476191,0.0,0.5,23.909059239388533,1.9218120556728062
2262,1,37,5092,12,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.69785494257696,1.2069489608125767
2263,8,37,15280,12,37,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2264,1,63,9232,12,63,1,1,63,2,1,0.5714285714285714,0.0,0.5,77.13859517246557,1.9218120556728555
2265,3,63,9232,12,63,1,1,63,2,1,0.6666666666666666,0.0,0.6666666666666666,76.56323102756201,1.206948960812608
2266,1,63,9232,12,63,2,1,63,3,2,0.5714285714285714,0.6931471805579453,0.6,77.42627724491736,2.413897921625216
2267,13,89,39364,12,89,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2268,1,63,9232,12,63,1,1,63,2,1,0.6666666666666666,0.0,0.6666666666666666,77.13859517246559,1.2069489608125767
2269,3,63,9232,12,63,1,1,63,2,1,0.6666666666666666,0.0,0.6666666666666666,77.13859517246559,1.2069489608125767
2270,1,63,14560,12,63,1,1,-1,2,1,0.6190476190476191,0.0,0.5,7.97796809312855,1.9218120556728038
2271,21,63,34504,12,63,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2272,1,107,9232,12,107,2,1,107,3,2,0.5714285714285714,0.6931471805579453,0.6,131.231177322898,2.4138979216251535
2273,3,138,65608,12,138,1,1,-1,2,1,0.6190476190476191,0.0,0.5,13.471029536469096,1.9218120556728062
2274,1,19,3412,12,19,1,1,19,2,1,0.6666666666666666,0.0,0.6666666666666666,23.909059239388533,1.2069489608125845
2275,6,19,10240,12,19,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2276,1,58,2752,12,58,1,1,58,2,1,0.5714285714285714,0.0,0.5,71.35785165667325,1.921812055672816
2277,3,58,6832,12,58,1,1,58,2,1,0.6666666666666666,0.0,0.6666666666666666,71.07016958422146,1.2069489608125767
2278,1,58,5128,12,58,2,1,58,3,2,0.5714285714285714,0.6931471805579453,0.6,71.35785165667325,2.413897921625216
2279,24,151,25972,12,151,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2280,1,107,9232,12,107,1,1,107,2,1,0.6666666666666666,0.0,0.6666666666666666,130.65581317799445,1.2069489608125767
2281,3,151,17332,12,151,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.690286020676769,1.2069489608125807
2282,1,107,9232,12,107,1,1,107,2,1,0.6190476190476191,0.0,0.5,130.94349525044623,1.9218120556727372
2283,8,58,13012,12,58,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2284,1,32,2896,12,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,39.91711142678465,2.4138979216251224
2285,3,32,6856,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.62942935433287,1.9218120556727767
2286,1,32,7720,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.34174728188109,1.2069489608125612
2287,81,120,250504,12,120,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2288,1,107,9232,12,107,1,1,107,2,1,0.5714285714285714,0.0,0.5,131.231177322898,1.921812055672816
2289,3,107,9232,12,107,1,1,107,2,1,0.6666666666666666,0.0,0.6666666666666666,130.36813110554266,1.2069489608125767
2290,1,151,9232,12,151,2,1,151,3,2,0.5714285714285714,0.6931471805579453,0.6,184.17303118352334,2.4138979216251535
2291,6,151,10312,12,151,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2292,1,107,9232,12,107,1,1,107,2,1,0.6666666666666666,0.0,0.6666666666666666,130.94349525044623,1.2069489608125767
2293,3,107,9232,12,107,1,1,107,2,1,0.6666666666666666,0.0,0.6666666666666666,130.94349525044623,1.2069489608125767
2294,1,58,5812,12,58,1,1,58,2,1,0.6190476190476191,0.0,0.5,70.78248751176969,1.9218120556727767
2295,8,58,15496,12,58,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2296,1,45,4372,12,45,2,1,45,3,2,0.5714285714285714,0.6931471805579453,0.6,56.2128456866325,2.4138979216251535
2297,3,58,8728,12,58,1,1,58,2,1,0.6190476190476191,0.0,0.5,70.20712336686613,1.9218120556727767
2298,1,45,4372,12,45,1,1,45,2,1,0.6666666666666666,0.0,0.6666666666666666,55.925163614180725,1.2069489608125767
2299,24,151,44224,12,151,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2300,1,45,13120,12,45,1,1,-1,2,1,0.5714285714285714,0.0,0.5,14.334075753824438,1.9218120556728062
2301,3,45,13120,12,45,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,14.046393681372658,1.2069489608125807
2302,1,58,39364,12,58,2,1,-1,3,2,0.5714285714285714,0.6931471805579453,0.6,8.26565016558033,2.4138979216251615
2303,24,58,118096,12,58,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2304,1,27,2304,12,27,1,1,27,2,1,0.6666666666666666,0.0,0.6666666666666666,32.69795754873341,1.2069489608125925
2305,3,107,9232,12,107,1,1,107,2,1,0.6666666666666666,0.0,0.6666666666666666,130.36813110554266,1.2069489608125767
2306,1,151,9232,12,151,1,1,151,2,1,0.6190476190476191,0.0,0.5,184.46071325597512,1.9218120556727372
2307,6,151,10384,12,151,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2308,1,32,2308,12,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,39.91711142678464,2.413897921625185
2309,3,32,6928,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.62942935433286,1.921812055672816
2310,1,32,5200,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433286,1.2069489608125767
2311,11,151,15604,12,151,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2312,1,32,2312,12,32,1,1,32,2,1,0.5714285714285714,0.0,0.5,39.91711142678465,1.9218120556727767
2313,3,107,11716,12,107,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.690286020676769,1.2069489608125807
2314,1,32,3472,12,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,40.20479349923642,2.4138979216251535
2315,8,107,10420,12,107,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2316,1,32,2608,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.91711142678465,1.2069489608125612
2317,3,32,6952,12,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.91711142678465,1.2069489608125612
2318,1,58,7828,12,58,1,1,58,2,1,0.6190476190476191,0.0,0.5,70.78248751176969,1.9218120556727767
2319,11,58,23488,12,58,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2320,1,120,9232,12,120,2,1,120,3,2,0.5714285714285714,0.6931471805579453,0.6,146.95154743784235,2.4138979216250287
2321,3,32,6964,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.62942935433287,1.9218120556727767
2322,1,182,190996,12,182,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,19.82713719716499,1.2069489608125845
2323,6,182,190996,12,182,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2324,1,120,9232,12,120,1,1,120,2,1,0.5714285714285714,0.0,0.5,146.95154743784235,1.9218120556727372
2325,3,120,9232,12,120,1,1,120,2,1,0.6666666666666666,0.0,0.6666666666666666,146.66386536539056,1.2069489608125143
2326,1,151,9232,12,151,2,1,151,3,2,0.5714285714285714,0.6931471805579453,0.6,183.88534911107155,2.4138979216251535
2327,8,151,15712,12,151,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2328,1,120,9232,12,120,1,1,120,2,1,0.6666666666666666,0.0,0.6666666666666666,146.66386536539056,1.2069489608125143
2329,3,151,9232,12,151,1,1,151,2,1,0.6666666666666666,0.0,0.6666666666666666,183.02230289371622,1.2069489608125767
2330,1,120,9232,12,120,1,1,120,2,1,0.6190476190476191,0.0,0.5,146.95154743784235,1.9218120556727372
2331,21,107,59776,12,107,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2332,1,32,3940,12,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,39.91711142678464,2.4138979216251535
2333,3,32,7000,12,32,1,1,32,2,1,0.6190476190476191,0.0,0.5,39.62942935433286,1.9218120556727962
2334,1,32,11824,12,32,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,7.97796809312855,1.2069489608125827
2335,16,89,95956,12,89,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2336,1,120,9232,12,120,1,1,120,2,1,0.5714285714285714,0.0,0.5,146.95154743784232,1.921812055672816
2337,3,58,7012,12,58,1,1,58,2,1,0.6666666666666666,0.0,0.6666666666666666,70.78248751176969,1.2069489608125767
2338,1,58,3508,12,58,2,1,58,3,2,0.5714285714285714,0.6931471805579453,0.6,71.93321580157681,2.4138979216251535
2339,6,58,10528,12,58,1,1,-1,2,1,0.6190476190476191,0.0,0.5,2.1972245773362196,1.9218120556728049
2340,1,58,2968,12,58,1,1,58,2,1,0.6666666666666666,0.0,0.6666666666666666,71.64553372912503,1.2069489608125767
2341,3,58,7024,12,58,1,1,58,2,1,0.6666666666666666,0.0,0.6666666666666666,71.64553372912503,1.2069489608125767
2342,1,58,5272,12,58,1,1,58,2,1,0.6190476190476191,0.0,0.5,71.64553372912503,1.921812055672816
2343,13,151,17800,12,151,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2344,1,120,9232,12,120,2,1,120,3,2,0.5714285714285714,0.6931471805579453,0.6,147.2392295102941,2.4138979216251535
2345,3,151,26728,12,151,1,1,-1,2,1,0.6190476190476191,0.0,0.5,7.690286020676769,1.9218120556728062
2346,1,120,9232,12,120,1,1,120,2,1,0.6666666666666666,0.0,0.6666666666666666,146.95154743784232,1.2069489608125767
2347,8,107,14308,12,107,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,2.1972245773362196,1.2069489608125816
2348,1,120,9232,12,120,1,1,120,2,1,0.5714285714285714,0.0,0.5,146.95154743784235,1.9218120556727372
2349,3,120,9232,12,120,1,1,120,2,1,0.6666666666666666,0.0,0.6666666666666666,146.66386536539056,1.2069489608125143
